table_name,record_id,base_id,card_number,card_name,image_path,image_format,match_type
cards,3711,,BT1-011,Lightning-fast Hit,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-011_SPR.webp,webp,substring_stem
cards,3722,,BT1-012,Hit,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-012.webp,webp,exact_stem
cards,3739,,BT1-013,Raging Cabba,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-013.webp,webp,exact_stem
cards,3717,,BT1-014,Saiyan Cabba,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-014.webp,webp,exact_stem
cards,3717,,BT1-014,Saiyan Cabba,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-014_PR.webp,webp,normalized_promo_suffix
cards,3725,,BT1-015,Terror Assault Frost,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-015.webp,webp,exact_stem
cards,3728,,BT1-016,Unceasing Evolution Frost,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-016.webp,webp,exact_stem
cards,3730,,BT1-017,Evolution Premonition Frost,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-017.webp,webp,exact_stem
cards,3742,,BT1-018,Confident Botamo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-018.webp,webp,exact_stem
cards,3749,,BT1-019,Botamo of Universe 6,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-019.webp,webp,exact_stem
cards,3749,,BT1-019,Botamo of Universe 6,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-019_PR.webp,webp,normalized_promo_suffix
cards,3708,,BT1-020,Iron Wall Magetta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-020.webp,webp,exact_stem
cards,3708,,BT1-020,Iron Wall Magetta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-020_PR.webp,webp,normalized_promo_suffix
cards,3727,,BT1-021,Magetta of Universe 6,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-021.webp,webp,exact_stem
cards,3707,,BT1-022,Universe 6 Supreme Kai,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-022.webp,webp,exact_stem
cards,3758,,BT1-023,Kai Attendant of Universe 6,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-023.webp,webp,exact_stem
cards,4120,,BT1-024,Assassination Plot,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-024.webp,webp,exact_stem
cards,4528,,BT1-025,Vados's Assistance,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-025.webp,webp,exact_stem
cards,3997,,BT1-026,Fickle Destruction,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-026.webp,webp,exact_stem
cards,4348,,BT1-027,Cabba's Awakening,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-027.webp,webp,exact_stem
cards,4348,,BT1-027,Cabba's Awakening,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-027_PR.webp,webp,normalized_promo_suffix
cards,3667,,BT1-028,Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-028.webp,webp,exact_stem
cards,3667,,BT1-028,Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-028_b.webp,webp,substring_stem
cards,3700,,BT1-029,Beerus,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-029.webp,webp,exact_stem
cards,3700,,BT1-029,Beerus,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-029_b.webp,webp,substring_stem
cards,3669,,BT1-030,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-030.webp,webp,exact_stem
cards,3669,,BT1-030,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-030_b.webp,webp,substring_stem
cards,3669,,BT1-030,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-030_PR.webp,webp,normalized_promo_suffix
cards,3669,,BT1-030,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-030_PR_b.webp,webp,substring_stem
cards,3668,,BT1-031,God Break Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-031.webp,webp,exact_stem
cards,3668,,BT1-031,God Break Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-031_PR.webp,webp,normalized_promo_suffix
cards,3668,,BT1-031,God Break Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-031_SPR.webp,webp,substring_stem
cards,3768,,BT1-032,Overflowing Spirit SSGSS Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-032.webp,webp,exact_stem
cards,3765,,BT1-033,Kind Saiyan Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-033.webp,webp,exact_stem
cards,3765,,BT1-033,Kind Saiyan Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-033_PR.webp,webp,normalized_promo_suffix
cards,3759,,BT1-034,Mighty Striker Son Gohan,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-034.webp,webp,exact_stem
cards,3793,,BT1-035,Son Goten,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-035.webp,webp,exact_stem
cards,3771,,BT1-036,God Charge Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-036.webp,webp,exact_stem
cards,3782,,BT1-037,Assailant Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-037.webp,webp,exact_stem
cards,3772,,BT1-038,Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-038.webp,webp,exact_stem
cards,6806,,BT1-039,Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-039.webp,webp,exact_stem
cards,7169,,BT1-040,"Bulma, God Tempter",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-040.webp,webp,exact_stem
cards,3750,,BT1-041,"Beerus, General of Demolition",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-041.webp,webp,exact_stem
cards,3777,,BT1-042,Energy Boost Beerus,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-042.webp,webp,exact_stem
cards,5547,,BT1-043,"Whis, Judge of the Gods",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-043.webp,webp,exact_stem
cards,5547,,BT1-043,"Whis, Judge of the Gods",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-043_PR.webp,webp,normalized_promo_suffix
cards,5547,,BT1-043,"Whis, Judge of the Gods",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-043_PR2.webp,webp,normalized_promo_suffix
cards,3788,,BT1-044,"Whis, The Resting Attendant",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-044.webp,webp,exact_stem
cards,3788,,BT1-044,"Whis, The Resting Attendant",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-044_PR.webp,webp,normalized_promo_suffix
cards,7033,,BT1-045,Boost Attack Piccolo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-045.webp,webp,exact_stem
cards,7033,,BT1-045,Boost Attack Piccolo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-045_PR.webp,webp,normalized_promo_suffix
cards,3761,,BT1-046,Taunting Piccolo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-046.webp,webp,exact_stem
cards,3798,,BT1-047,Energy Boosted Majin Buu,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-047.webp,webp,exact_stem
cards,3778,,BT1-048,Ultimate Judgment Jaco,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-048.webp,webp,exact_stem
cards,3784,,BT1-049,Mysterious Presence Monaka,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-049.webp,webp,exact_stem
cards,3791,,BT1-050,Guardian North Kai,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-050.webp,webp,exact_stem
cards,4777,,BT1-051,Result of Training,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-051.webp,webp,exact_stem
cards,6923,,BT1-052,Objection,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-052.webp,webp,exact_stem
cards,6923,,BT1-052,Objection,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-052_PR.webp,webp,normalized_promo_suffix
cards,6923,,BT1-052,Objection,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-052_PR2.webp,webp,normalized_promo_suffix
cards,6923,,BT1-052,Objection,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-052_PR3.webp,webp,normalized_promo_suffix
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053.webp,webp,exact_stem
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053_PR.webp,webp,normalized_promo_suffix
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053_PR2.webp,webp,normalized_promo_suffix
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053_PR3.webp,webp,normalized_promo_suffix
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053_PR4.webp,webp,normalized_promo_suffix
cards,7441,,BT1-053,Senzu Bean,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-053_PR5.webp,webp,normalized_promo_suffix
cards,7257,,BT1-054,Encouraging Presence Monaka,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-054.webp,webp,exact_stem
cards,4587,,BT1-055,Whis's Coercion,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-055.webp,webp,exact_stem
cards,4587,,BT1-055,Whis's Coercion,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-055_PR.webp,webp,normalized_promo_suffix
cards,4587,,BT1-055,Whis's Coercion,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-055_PR2.webp,webp,normalized_promo_suffix
cards,4587,,BT1-055,Whis's Coercion,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-055_PR3.webp,webp,normalized_promo_suffix
cards,3663,,BT1-056,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-056.webp,webp,exact_stem
cards,3663,,BT1-056,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-056_b.webp,webp,substring_stem
cards,3682,,BT1-057,Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-057.webp,webp,exact_stem
cards,3682,,BT1-057,Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-057_b.webp,webp,substring_stem
cards,3682,,BT1-057,Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-057_PR.webp,webp,normalized_promo_suffix
cards,3682,,BT1-057,Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-057_PR_b.webp,webp,substring_stem
cards,3900,,BT1-058,Son Gohan,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-058.webp,webp,exact_stem
cards,3900,,BT1-058,Son Gohan,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-058_b.webp,webp,substring_stem
cards,3751,,BT1-059,Awakening Rage Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-059.webp,webp,exact_stem
cards,3766,,BT1-060,Son Goku,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-060.webp,webp,exact_stem
cards,6939,,BT1-061,Friend-Summoning Son Gohan,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-061.webp,webp,exact_stem
cards,3770,,BT1-062,"Son Gohan, Family of Justice",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-062.webp,webp,exact_stem
cards,3810,,BT1-063,"Son Goten, Family of Justice",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-063.webp,webp,exact_stem
cards,3807,,BT1-064,Raging Attacker Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-064.webp,webp,exact_stem
cards,3797,,BT1-065,Furious Yell Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-065.webp,webp,exact_stem
cards,3797,,BT1-065,Furious Yell Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-065_PR.webp,webp,normalized_promo_suffix
cards,3828,,BT1-066,Tenacious Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-066.webp,webp,exact_stem
cards,3831,,BT1-067,Implacable Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-067.webp,webp,exact_stem
cards,3795,,BT1-068,Slasher Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-068.webp,webp,exact_stem
cards,6998,,BT1-069,"Trunks, Protector of Children",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-069.webp,webp,exact_stem
cards,6998,,BT1-069,"Trunks, Protector of Children",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-069_PR.webp,webp,normalized_promo_suffix
cards,3865,,BT1-070,Super Saiyan Gotenks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-070.webp,webp,exact_stem
cards,3865,,BT1-070,Super Saiyan Gotenks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-070_PR.webp,webp,normalized_promo_suffix
cards,3842,,BT1-071,Energy Power Gotenks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-071.webp,webp,exact_stem
cards,3834,,BT1-072,Human Shield Krillin,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-072.webp,webp,exact_stem
cards,5532,,BT1-073,"Broly, The Rampaging Horror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-073.webp,webp,exact_stem
cards,5532,,BT1-073,"Broly, The Rampaging Horror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-073_PR.webp,webp,normalized_promo_suffix
cards,5532,,BT1-073,"Broly, The Rampaging Horror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-073_PR2.webp,webp,normalized_promo_suffix
cards,5532,,BT1-073,"Broly, The Rampaging Horror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-073_SPR.webp,webp,substring_stem
cards,3867,,BT1-074,Rampaging Lifeform Bio-Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-074.webp,webp,exact_stem
cards,3867,,BT1-074,Rampaging Lifeform Bio-Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-074_PR.webp,webp,normalized_promo_suffix
cards,3884,,BT1-075,Rampaging Super Saiyan Broly,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-075.webp,webp,exact_stem
cards,3857,,BT1-076,"Broly, Dawn of the Rampage",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-076.webp,webp,exact_stem
cards,3857,,BT1-076,"Broly, Dawn of the Rampage",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-076_PR.webp,webp,normalized_promo_suffix
cards,3857,,BT1-076,"Broly, Dawn of the Rampage",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-076_PR2.webp,webp,normalized_promo_suffix
cards,3850,,BT1-077,"Paragus, Controller of Monsters",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-077.webp,webp,exact_stem
cards,3864,,BT1-078,Overflowing Bio Warrior Army,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-078.webp,webp,exact_stem
cards,4125,,BT1-079,King Vegeta's Surprise Attack,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-079.webp,webp,exact_stem
cards,4125,,BT1-079,King Vegeta's Surprise Attack,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-079_PR.webp,webp,normalized_promo_suffix
cards,4541,,BT1-080,Full Power Energy,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-080.webp,webp,exact_stem
cards,4541,,BT1-080,Full Power Energy,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-080_PR.webp,webp,normalized_promo_suffix
cards,4541,,BT1-080,Full Power Energy,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-080_PR2.webp,webp,normalized_promo_suffix
cards,4541,,BT1-080,Full Power Energy,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-080_PR3.webp,webp,normalized_promo_suffix
cards,6715,,BT1-081,Broly's Ring,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-081.webp,webp,exact_stem
cards,4139,,BT1-082,Family Kamehameha,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-082.webp,webp,exact_stem
cards,3662,,BT1-083,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-083.webp,webp,exact_stem
cards,3662,,BT1-083,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-083_b.webp,webp,substring_stem
cards,3662,,BT1-083,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-083_PR.webp,webp,normalized_promo_suffix
cards,3662,,BT1-083,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-083_PR_b.webp,webp,substring_stem
cards,3675,,BT1-084,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-084.webp,webp,exact_stem
cards,3675,,BT1-084,Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-084_b.webp,webp,substring_stem
cards,3689,,BT1-085,Ginyu,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-085.webp,webp,exact_stem
cards,3689,,BT1-085,Ginyu,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-085_b.webp,webp,substring_stem
cards,3880,,BT1-086,"Golden Frieza, Resurrected Terror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-086.webp,webp,exact_stem
cards,3880,,BT1-086,"Golden Frieza, Resurrected Terror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-086_SPR.webp,webp,substring_stem
cards,3852,,BT1-087,Full-Power Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-087.webp,webp,exact_stem
cards,3852,,BT1-087,Full-Power Frieza,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-087_PR.webp,webp,normalized_promo_suffix
cards,3861,,BT1-088,"Frieza, Hellish Terror",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT1\BT1-088.webp,webp,exact_stem
